Time(d),Al,C,Ca,Fe,H,K,Mg,Na,Nit,O,S,Si,Zz
208,0.067123,0.0053254,1.1365,0.028267,6.1421,0.0073232,0.022911,1.9996e-09,1.6,5.1996,0.030572,0.35962,0
210,0.067147,0.0053254,1.1367,0.028281,6.1426,0.0073252,0.022916,1.9996e-09,1.6,5.2003,0.030574,0.35972,0
212,0.067171,0.0053254,1.137,0.028295,6.143,0.0073272,0.022921,1.9996e-09,1.6,5.2011,0.030576,0.35981,0
214,0.067195,0.0053254,1.1373,0.028309,6.1434,0.0073291,0.022926,1.9996e-09,1.6,5.2018,0.030578,0.3599,0
216,0.067219,0.0053254,1.1375,0.028323,6.1438,0.0073311,0.022932,1.9996e-09,1.6,5.2025,0.03058,0.35998,0
218,0.067242,0.0053254,1.1378,0.028337,6.1443,0.007333,0.022937,1.9996e-09,1.6,5.2032,0.030582,0.36007,0
220,0.067265,0.0053254,1.138,0.02835,6.1447,0.0073349,0.022941,1.9996e-09,1.6,5.2039,0.030584,0.36016,0
222,0.067287,0.0053254,1.1383,0.028363,6.1451,0.0073368,0.022946,1.9996e-09,1.6,5.2046,0.030586,0.36024,0
224,0.06731,0.0053254,1.1385,0.028376,6.1455,0.0073387,0.022951,1.9996e-09,1.6,5.2053,0.030587,0.36033,0
226,0.067332,0.0053254,1.1388,0.028389,6.1459,0.0073405,0.022956,1.9996e-09,1.6,5.206,0.030589,0.36041,0
228,0.067354,0.0053254,1.139,0.028402,6.1462,0.0073423,0.022961,1.9996e-09,1.6,5.2066,0.030591,0.36049,0
230,0.067375,0.0053254,1.1393,0.028414,6.1466,0.0073441,0.022965,1.9996e-09,1.6,5.2073,0.030593,0.36057,0
232,0.067396,0.0053254,1.1395,0.028427,6.147,0.0073459,0.02297,1.9996e-09,1.6,5.2079,0.030595,0.36065,0
234,0.067417,0.0053254,1.1397,0.028439,6.1474,0.0073477,0.022974,1.9996e-09,1.6,5.2086,0.030597,0.36073,0
236,0.067438,0.0053254,1.14,0.028451,6.1478,0.0073494,0.022979,1.9996e-09,1.6,5.2092,0.030598,0.36081,0
238,0.067459,0.0053254,1.1402,0.028463,6.1481,0.0073511,0.022983,1.9996e-09,1.6,5.2098,0.0306,0.36089,0
240,0.067479,0.0053254,1.1404,0.028475,6.1485,0.0073528,0.022988,1.9996e-09,1.6,5.2104,0.030602,0.36096,0
242,0.067499,0.0053254,1.1406,0.028487,6.1488,0.0073545,0.022992,1.9996e-09,1.6,5.2111,0.030604,0.36104,0
244,0.067519,0.0053254,1.1409,0.028498,6.1492,0.0073562,0.022996,1.9996e-09,1.6,5.2117,0.030605,0.36111,0
246,0.067539,0.0053254,1.1411,0.02851,6.1495,0.0073579,0.023001,1.9996e-09,1.6,5.2123,0.030607,0.36119,0
248,0.067558,0.0053254,1.1413,0.028521,6.1499,0.0073595,0.023005,1.9996e-09,1.6,5.2129,0.030609,0.36126,0
250,0.067577,0.0053254,1.1415,0.028532,6.1502,0.0073611,0.023009,1.9996e-09,1.6,5.2134,0.03061,0.36133,0
252,0.067596,0.0053254,1.1417,0.028543,6.1506,0.0073627,0.023013,1.9996e-09,1.6,5.214,0.030612,0.36141,0
254,0.067615,0.0053254,1.1419,0.028554,6.1509,0.0073643,0.023017,1.9996e-09,1.6,5.2146,0.030613,0.36148,0
256,0.067634,0.0053254,1.1421,0.028565,6.1512,0.0073659,0.023021,1.9996e-09,1.6,5.2152,0.030615,0.36155,0
258,0.067652,0.0053254,1.1424,0.028576,6.1516,0.0073674,0.023025,1.9996e-09,1.6,5.2157,0.030617,0.36162,0
260,0.06767,0.0053254,1.1426,0.028586,6.1519,0.007369,0.023029,1.9996e-09,1.6,5.2163,0.030618,0.36168,0
262,0.067688,0.0053254,1.1428,0.028597,6.1522,0.0073705,0.023033,1.9996e-09,1.6,5.2168,0.03062,0.36175,0
264,0.067706,0.0053254,1.143,0.028607,6.1525,0.007372,0.023037,1.9996e-09,1.6,5.2174,0.030621,0.36182,0
266,0.067723,0.0053254,1.1432,0.028618,6.1528,0.0073735,0.02304,1.9996e-09,1.6,5.2179,0.030623,0.36189,0
268,0.067741,0.0053254,1.1433,0.028628,6.1532,0.007375,0.023044,1.9996e-09,1.6,5.2184,0.030624,0.36195,0
270,0.067758,0.0053254,1.1435,0.028638,6.1535,0.0073764,0.023048,1.9996e-09,1.6,5.219,0.030626,0.36202,0
272,0.067775,0.0053254,1.1437,0.028648,6.1538,0.0073779,0.023052,1.9996e-09,1.6,5.2195,0.030627,0.36208,0
274,0.067792,0.0053254,1.1439,0.028658,6.1541,0.0073793,0.023055,1.9996e-09,1.6,5.22,0.030629,0.36215,0
276,0.067809,0.0053254,1.1441,0.028668,6.1544,0.0073808,0.023059,1.9996e-09,1.6,5.2205,0.03063,0.36221,0
278,0.067825,0.0053254,1.1443,0.028677,6.1547,0.0073822,0.023062,1.9996e-09,1.6,5.221,0.030632,0.36227,0
280,0.067842,0.0053254,1.1445,0.028687,6.155,0.0073836,0.023066,1.9996e-09,1.6,5.2215,0.030633,0.36234,0
282,0.067858,0.0053254,1.1447,0.028696,6.1552,0.007385,0.023069,1.9996e-09,1.6,5.222,0.030634,0.3624,0
284,0.067874,0.0053254,1.1448,0.028706,6.1555,0.0073863,0.023073,1.9996e-09,1.6,5.2225,0.030636,0.36246,0
286,0.06789,0.0053254,1.145,0.028715,6.1558,0.0073877,0.023076,1.9996e-09,1.6,5.223,0.030637,0.36252,0
288,0.067906,0.0053254,1.1452,0.028724,6.1561,0.007389,0.02308,1.9996e-09,1.6,5.2235,0.030638,0.36258,0
290,0.067921,0.0053254,1.1454,0.028734,6.1564,0.0073904,0.023083,1.9996e-09,1.6,5.224,0.03064,0.36264,0
292,0.067937,0.0053254,1.1455,0.028743,6.1567,0.0073917,0.023087,1.9996e-09,1.6,5.2244,0.030641,0.3627,0
294,0.067952,0.0053254,1.1457,0.028752,6.1569,0.007393,0.02309,1.9996e-09,1.6,5.2249,0.030643,0.36276,0
296,0.067967,0.0053254,1.1459,0.028761,6.1572,0.0073943,0.023093,1.9996e-09,1.6,5.2254,0.030644,0.36282,0
298,0.067982,0.0053254,1.146,0.028769,6.1575,0.0073956,0.023096,1.9996e-09,1.6,5.2258,0.030645,0.36287,0
300,0.067997,0.0053254,1.1462,0.028778,6.1577,0.0073969,0.0231,1.9996e-09,1.6,5.2263,0.030646,0.36293,0
302,0.068012,0.0053254,1.1464,0.028787,6.158,0.0073982,0.023103,1.9996e-09,1.6,5.2268,0.030648,0.36299,0
304,0.068026,0.0053254,1.1465,0.028795,6.1583,0.0073994,0.023106,1.9996e-09,1.6,5.2272,0.030649,0.36304,0
306,0.068041,0.0053254,1.1467,0.028804,6.1585,0.0074007,0.023109,1.9996e-09,1.6,5.2276,0.03065,0.3631,0
308,0.068055,0.0053254,1.1469,0.028812,6.1588,0.0074019,0.023112,1.9996e-09,1.6,5.2281,0.030651,0.36315,0
310,0.068069,0.0053254,1.147,0.028821,6.159,0.0074032,0.023115,1.9996e-09,1.6,5.2285,0.030653,0.36321,0
312,0.068083,0.0053254,1.1472,0.028829,6.1593,0.0074044,0.023118,1.9996e-09,1.6,5.229,0.030654,0.36326,0
314,0.068097,0.0053254,1.1473,0.028837,6.1595,0.0074056,0.023121,1.9996e-09,1.6,5.2294,0.030655,0.36331,0
316,0.068111,0.0053254,1.1475,0.028845,6.1598,0.0074068,0.023124,1.9996e-09,1.6,5.2298,0.030656,0.36337,0
318,0.068125,0.0053254,1.1477,0.028854,6.16,0.007408,0.023127,1.9996e-09,1.6,5.2302,0.030658,0.36342,0
320,0.068139,0.0053254,1.1478,0.028862,6.1603,0.0074092,0.02313,1.9996e-09,1.6,5.2307,0.030659,0.36347,0
322,0.068152,0.0053254,1.148,0.02887,6.1605,0.0074103,0.023133,1.9996e-09,1.6,5.2311,0.03066,0.36352,0
324,0.068165,0.0053254,1.1481,0.028877,6.1608,0.0074115,0.023136,1.9996e-09,1.6,5.2315,0.030661,0.36358,0
326,0.068179,0.0053254,1.1483,0.028885,6.161,0.0074126,0.023139,1.9996e-09,1.6,5.2319,0.030662,0.36363,0
328,0.068192,0.0053254,1.1484,0.028893,6.1612,0.0074138,0.023142,1.9996e-09,1.6,5.2323,0.030663,0.36368,0
330,0.068205,0.0053254,1.1486,0.028901,6.1615,0.0074149,0.023145,1.9996e-09,1.6,5.2327,0.030664,0.36373,0
332,0.068218,0.0053254,1.1487,0.028908,6.1617,0.0074161,0.023147,1.9996e-09,1.6,5.2331,0.030666,0.36378,0
334,0.068231,0.0053254,1.1488,0.028916,6.1619,0.0074172,0.02315,1.9996e-09,1.6,5.2335,0.030667,0.36383,0
336,0.068243,0.0053254,1.149,0.028923,6.1622,0.0074183,0.023153,1.9996e-09,1.6,5.2339,0.030668,0.36388,0
338,0.068256,0.0053254,1.1491,0.028931,6.1624,0.0074194,0.023156,1.9996e-09,1.6,5.2343,0.030669,0.36392,0
340,0.068268,0.0053254,1.1493,0.028938,6.1626,0.0074205,0.023158,1.9996e-09,1.6,5.2347,0.03067,0.36397,0
342,0.068281,0.0053254,1.1494,0.028945,6.1628,0.0074216,0.023161,1.9996e-09,1.6,5.235,0.030671,0.36402,0
344,0.068293,0.0053254,1.1496,0.028953,6.163,0.0074226,0.023164,1.9996e-09,1.6,5.2354,0.030672,0.36407,0
346,0.068305,0.0053254,1.1497,0.02896,6.1633,0.0074237,0.023166,1.9996e-09,1.6,5.2358,0.030673,0.36411,0
348,0.068317,0.0053254,1.1498,0.028967,6.1635,0.0074248,0.023169,1.9996e-09,1.6,5.2362,0.030674,0.36416,0
350,0.068329,0.0053254,1.15,0.028974,6.1637,0.0074258,0.023172,1.9996e-09,1.6,5.2366,0.030675,0.36421,0
352,0.068341,0.0053254,1.1501,0.028981,6.1639,0.0074269,0.023174,1.9996e-09,1.6,5.2369,0.030676,0.36425,0
354,0.068353,0.0053254,1.1502,0.028988,6.1641,0.0074279,0.023177,1.9996e-09,1.6,5.2373,0.030677,0.3643,0
356,0.068365,0.0053254,1.1504,0.028995,6.1643,0.0074289,0.023179,1.9996e-09,1.6,5.2376,0.030678,0.36434,0
358,0.068376,0.0053254,1.1505,0.029002,6.1645,0.00743,0.023182,1.9996e-09,1.6,5.238,0.030679,0.36439,0
360,0.068388,0.0053254,1.1506,0.029009,6.1647,0.007431,0.023184,1.9996e-09,1.6,5.2384,0.03068,0.36443,0
362,0.068399,0.0053254,1.1508,0.029016,6.165,0.007432,0.023187,1.9996e-09,1.6,5.2387,0.030681,0.36448,0
364,0.068411,0.0053254,1.1509,0.029022,6.1652,0.007433,0.023189,1.9996e-09,1.6,5.2391,0.030682,0.36452,0
366,0.068422,0.0053254,1.151,0.029029,6.1654,0.007434,0.023192,1.9996e-09,1.6,5.2394,0.030683,0.36457,0
368,0.068433,0.0053254,1.1511,0.029036,6.1656,0.007435,0.023194,1.9996e-09,1.6,5.2398,0.030684,0.36461,0
370,0.068444,0.0053254,1.1513,0.029042,6.1658,0.0074359,0.023197,1.9996e-09,1.6,5.2401,0.030685,0.36465,0
372,0.068455,0.0053254,1.1514,0.029049,6.166,0.0074369,0.023199,1.9996e-09,1.6,5.2405,0.030686,0.3647,0
374,0.068466,0.0053254,1.1515,0.029055,6.1662,0.0074379,0.023201,1.9996e-09,1.6,5.2408,0.030687,0.36474,0
376,0.068477,0.0053254,1.1516,0.029062,6.1664,0.0074388,0.023204,1.9996e-09,1.6,5.2411,0.030688,0.36478,0
378,0.068488,0.0053254,1.1518,0.029068,6.1665,0.0074398,0.023206,1.9996e-09,1.6,5.2415,0.030689,0.36482,0
380,0.068499,0.0053254,1.1519,0.029074,6.1667,0.0074408,0.023208,1.9996e-09,1.6,5.2418,0.03069,0.36486,0
382,0.068509,0.0053254,1.152,0.029081,6.1669,0.0074417,0.023211,1.9996e-09,1.6,5.2421,0.030691,0.3649,0
384,0.06852,0.0053254,1.1521,0.029087,6.1671,0.0074426,0.023213,1.9996e-09,1.6,5.2425,0.030692,0.36495,0
386,0.06853,0.0053254,1.1522,0.029093,6.1673,0.0074436,0.023215,1.9996e-09,1.6,5.2428,0.030693,0.36499,0
388,0.068541,0.0053254,1.1524,0.029099,6.1675,0.0074445,0.023218,1.9996e-09,1.6,5.2431,0.030694,0.36503,0
390,0.068551,0.0053254,1.1525,0.029105,6.1677,0.0074454,0.02322,1.9996e-09,1.6,5.2434,0.030695,0.36507,0
392,0.068561,0.0053254,1.1526,0.029112,6.1679,0.0074463,0.023222,1.9996e-09,1.6,5.2437,0.030696,0.36511,0
394,0.068571,0.0053254,1.1527,0.029118,6.168,0.0074472,0.023224,1.9996e-09,1.6,5.2441,0.030697,0.36515,0
396,0.068582,0.0053254,1.1528,0.029124,6.1682,0.0074481,0.023227,1.9996e-09,1.6,5.2444,0.030698,0.36519,0
398,0.068592,0.0053254,1.1529,0.02913,6.1684,0.007449,0.023229,1.9996e-09,1.6,5.2447,0.030698,0.36523,0
400,0.068602,0.0053254,1.153,0.029135,6.1686,0.0074499,0.023231,1.9996e-09,1.6,5.245,0.030699,0.36526,0
402,0.068611,0.0053254,1.1532,0.029141,6.1688,0.0074508,0.023233,1.9996e-09,1.6,5.2453,0.0307,0.3653,0
404,0.068621,0.0053254,1.1533,0.029147,6.1689,0.0074517,0.023235,1.9996e-09,1.6,5.2456,0.030701,0.36534,0
406,0.068631,0.0053254,1.1534,0.029153,6.1691,0.0074525,0.023237,1.9996e-09,1.6,5.2459,0.030702,0.36538,0
408,0.068641,0.0053254,1.1535,0.029159,6.1693,0.0074534,0.023239,1.9996e-09,1.6,5.2462,0.030703,0.36542,0
410,0.06865,0.0053254,1.1536,0.029164,6.1695,0.0074543,0.023242,1.9996e-09,1.6,5.2465,0.030704,0.36545,0
412,0.06866,0.0053254,1.1537,0.02917,6.1696,0.0074551,0.023244,1.9996e-09,1.6,5.2468,0.030704,0.36549,0
414,0.068669,0.0053254,1.1538,0.029176,6.1698,0.007456,0.023246,1.9996e-09,1.6,5.2471,0.030705,0.36553,0
416,0.068679,0.0053254,1.1539,0.029181,6.17,0.0074568,0.023248,1.9996e-09,1.6,5.2474,0.030706,0.36557,0
418,0.068688,0.0053254,1.154,0.029187,6.1701,0.0074576,0.02325,1.9996e-09,1.6,5.2477,0.030707,0.3656,0
420,0.068698,0.0053254,1.1541,0.029192,6.1703,0.0074585,0.023252,1.9996e-09,1.6,5.248,0.030708,0.36564,0
422,0.068707,0.0053254,1.1542,0.029198,6.1705,0.0074593,0.023254,1.9996e-09,1.6,5.2483,0.030709,0.36568,0
424,0.068716,0.0053254,1.1543,0.029203,6.1706,0.0074601,0.023256,1.9996e-09,1.6,5.2486,0.030709,0.36571,0
426,0.068725,0.0053254,1.1545,0.029209,6.1708,0.007461,0.023258,1.9996e-09,1.6,5.2488,0.03071,0.36575,0
428,0.068734,0.0053254,1.1546,0.029214,6.171,0.0074618,0.02326,1.9996e-09,1.6,5.2491,0.030711,0.36578,0
430,0.068743,0.0053254,1.1547,0.02922,6.1711,0.0074626,0.023262,1.9996e-09,1.6,5.2494,0.030712,0.36582,0
432,0.068752,0.0053254,1.1548,0.029225,6.1713,0.0074634,0.023264,1.9996e-09,1.6,5.2497,0.030713,0.36585,0
434,0.068761,0.0053254,1.1549,0.02923,6.1715,0.0074642,0.023266,1.9996e-09,1.6,5.25,0.030713,0.36589,0
436,0.06877,0.0053254,1.155,0.029235,6.1716,0.007465,0.023268,1.9996e-09,1.6,5.2502,0.030714,0.36592,0
438,0.068779,0.0053254,1.1551,0.029241,6.1718,0.0074658,0.02327,1.9996e-09,1.6,5.2505,0.030715,0.36596,0
440,0.068787,0.0053254,1.1552,0.029246,6.1719,0.0074666,0.023271,1.9996e-09,1.6,5.2508,0.030716,0.36599,0
442,0.068796,0.0053254,1.1553,0.029251,6.1721,0.0074673,0.023273,1.9996e-09,1.6,5.251,0.030717,0.36602,0
444,0.068805,0.0053254,1.1554,0.029256,6.1722,0.0074681,0.023275,1.9996e-09,1.6,5.2513,0.030717,0.36606,0
446,0.068813,0.0053254,1.1555,0.029261,6.1724,0.0074689,0.023277,1.9996e-09,1.6,5.2516,0.030718,0.36609,0
448,0.068822,0.0053254,1.1556,0.029266,6.1725,0.0074697,0.023279,1.9996e-09,1.6,5.2519,0.030719,0.36613,0
450,0.06883,0.0053254,1.1557,0.029271,6.1727,0.0074704,0.023281,1.9996e-09,1.6,5.2521,0.03072,0.36616,0
452,0.068839,0.0053254,1.1557,0.029276,6.1729,0.0074712,0.023283,1.9996e-09,1.6,5.2524,0.03072,0.36619,0
454,0.068847,0.0053254,1.1558,0.029281,6.173,0.0074719,0.023284,1.9996e-09,1.6,5.2526,0.030721,0.36622,0
456,0.068855,0.0053254,1.1559,0.029286,6.1732,0.0074727,0.023286,1.9996e-09,1.6,5.2529,0.030722,0.36626,0
458,0.068864,0.0053254,1.156,0.029291,6.1733,0.0074734,0.023288,1.9996e-09,1.6,5.2532,0.030723,0.36629,0
460,0.068872,0.0053254,1.1561,0.029296,6.1734,0.0074742,0.02329,1.9996e-09,1.6,5.2534,0.030723,0.36632,0
462,0.06888,0.0053254,1.1562,0.029301,6.1736,0.0074749,0.023292,1.9996e-09,1.6,5.2537,0.030724,0.36635,0
464,0.068888,0.0053254,1.1563,0.029306,6.1737,0.0074757,0.023293,1.9996e-09,1.6,5.2539,0.030725,0.36639,0
466,0.068896,0.0053254,1.1564,0.029311,6.1739,0.0074764,0.023295,1.9996e-09,1.6,5.2542,0.030725,0.36642,0
468,0.068904,0.0053254,1.1565,0.029315,6.174,0.0074771,0.023297,1.9996e-09,1.6,5.2544,0.030726,0.36645,0
470,0.068912,0.0053254,1.1566,0.02932,6.1742,0.0074778,0.023299,1.9996e-09,1.6,5.2547,0.030727,0.36648,0
472,0.06892,0.0053254,1.1567,0.029325,6.1743,0.0074786,0.0233,1.9996e-09,1.6,5.2549,0.030728,0.36651,0
474,0.068928,0.0053254,1.1568,0.02933,6.1745,0.0074793,0.023302,1.9996e-09,1.6,5.2552,0.030728,0.36654,0
476,0.068936,0.0053254,1.1569,0.029334,6.1746,0.00748,0.023304,1.9996e-09,1.6,5.2554,0.030729,0.36657,0
478,0.068943,0.0053254,1.1569,0.029339,6.1747,0.0074807,0.023305,1.9996e-09,1.6,5.2557,0.03073,0.3666,0
480,0.068951,0.0053254,1.157,0.029344,6.1749,0.0074814,0.023307,1.9996e-09,1.6,5.2559,0.03073,0.36663,0
482,0.068959,0.0053254,1.1571,0.029348,6.175,0.0074821,0.023309,1.9996e-09,1.6,5.2561,0.030731,0.36667,0
484,0.068966,0.0053254,1.1572,0.029353,6.1752,0.0074828,0.023311,1.9996e-09,1.6,5.2564,0.030732,0.3667,0
486,0.068974,0.0053254,1.1573,0.029357,6.1753,0.0074835,0.023312,1.9996e-09,1.6,5.2566,0.030732,0.36673,0
488,0.068982,0.0053254,1.1574,0.029362,6.1754,0.0074842,0.023314,1.9996e-09,1.6,5.2568,0.030733,0.36676,0
490,0.068989,0.0053254,1.1575,0.029366,6.1756,0.0074849,0.023315,1.9996e-09,1.6,5.2571,0.030734,0.36678,0
492,0.068997,0.0053254,1.1576,0.029371,6.1757,0.0074855,0.023317,1.9996e-09,1.6,5.2573,0.030734,0.36681,0
494,0.069004,0.0053254,1.1576,0.029375,6.1758,0.0074862,0.023319,1.9996e-09,1.6,5.2575,0.030735,0.36684,0
496,0.069011,0.0053254,1.1577,0.02938,6.176,0.0074869,0.02332,1.9996e-09,1.6,5.2578,0.030736,0.36687,0
498,0.069019,0.0053254,1.1578,0.029384,6.1761,0.0074876,0.023322,1.9996e-09,1.6,5.258,0.030736,0.3669,0
500,0.069026,0.0053254,1.1579,0.029388,6.1762,0.0074882,0.023324,1.9996e-09,1.6,5.2582,0.030737,0.36693,0
502,0.069033,0.0053254,1.158,0.029393,6.1764,0.0074889,0.023325,1.9996e-09,1.6,5.2585,0.030738,0.36696,0
504,0.06904,0.0053254,1.1581,0.029397,6.1765,0.0074896,0.023327,1.9996e-09,1.6,5.2587,0.030738,0.36699,0
506,0.069048,0.0053254,1.1581,0.029401,6.1766,0.0074902,0.023328,1.9996e-09,1.6,5.2589,0.030739,0.36702,0
508,0.069055,0.0053254,1.1582,0.029405,6.1768,0.0074909,0.02333,1.9996e-09,1.6,5.2591,0.03074,0.36704,0
510,0.069062,0.0053254,1.1583,0.02941,6.1769,0.0074915,0.023331,1.9996e-09,1.6,5.2594,0.03074,0.36707,0
512,0.069069,0.0053254,1.1584,0.029414,6.177,0.0074922,0.023333,1.9996e-09,1.6,5.2596,0.030741,0.3671,0
514,0.069076,0.0053254,1.1585,0.029418,6.1771,0.0074928,0.023334,1.9996e-09,1.6,5.2598,0.030742,0.36713,0
516,0.069083,0.0053254,1.1585,0.029422,6.1773,0.0074935,0.023336,1.9996e-09,1.6,5.26,0.030742,0.36716,0
518,0.06909,0.0053254,1.1586,0.029426,6.1774,0.0074941,0.023338,1.9996e-09,1.6,5.2602,0.030743,0.36718,0
520,0.069097,0.0053254,1.1587,0.029431,6.1775,0.0074947,0.023339,1.9996e-09,1.6,5.2605,0.030743,0.36721,0
522,0.069104,0.0053254,1.1588,0.029435,6.1776,0.0074954,0.023341,1.9996e-09,1.6,5.2607,0.030744,0.36724,0
524,0.069111,0.0053254,1.1589,0.029439,6.1778,0.007496,0.023342,1.9996e-09,1.6,5.2609,0.030745,0.36727,0
526,0.069117,0.0053254,1.1589,0.029443,6.1779,0.0074966,0.023344,1.9996e-09,1.6,5.2611,0.030745,0.36729,0
528,0.069124,0.0053254,1.159,0.029447,6.178,0.0074972,0.023345,1.9996e-09,1.6,5.2613,0.030746,0.36732,0
530,0.069131,0.0053254,1.1591,0.029451,6.1781,0.0074979,0.023346,1.9996e-09,1.6,5.2615,0.030746,0.36735,0
532,0.069138,0.0053254,1.1592,0.029455,6.1782,0.0074985,0.023348,1.9996e-09,1.6,5.2617,0.030747,0.36737,0
534,0.069144,0.0053254,1.1592,0.029459,6.1784,0.0074991,0.023349,1.9996e-09,1.6,5.262,0.030748,0.3674,0
536,0.069151,0.0053254,1.1593,0.029463,6.1785,0.0074997,0.023351,1.9996e-09,1.6,5.2622,0.030748,0.36743,0
538,0.069157,0.0053254,1.1594,0.029467,6.1786,0.0075003,0.023352,1.9996e-09,1.6,5.2624,0.030749,0.36745,0
540,0.069164,0.0053254,1.1595,0.029471,6.1787,0.0075009,0.023354,1.9996e-09,1.6,5.2626,0.030749,0.36748,0
542,0.06917,0.0053254,1.1596,0.029475,6.1788,0.0075015,0.023355,1.9996e-09,1.6,5.2628,0.03075,0.3675,0
544,0.069177,0.0053254,1.1596,0.029479,6.179,0.0075021,0.023357,1.9996e-09,1.6,5.263,0.030751,0.36753,0
546,0.069183,0.0053254,1.1597,0.029483,6.1791,0.0075027,0.023358,1.9996e-09,1.6,5.2632,0.030751,0.36756,0
548,0.06919,0.0053254,1.1598,0.029486,6.1792,0.0075033,0.023359,1.9996e-09,1.6,5.2634,0.030752,0.36758,0
550,0.069196,0.0053254,1.1598,0.02949,6.1793,0.0075039,0.023361,1.9996e-09,1.6,5.2636,0.030752,0.36761,0
552,0.069203,0.0053254,1.1599,0.029494,6.1794,0.0075045,0.023362,1.9996e-09,1.6,5.2638,0.030753,0.36763,0
554,0.069209,0.0053254,1.16,0.029498,6.1795,0.0075051,0.023364,1.9996e-09,1.6,5.264,0.030753,0.36766,0
556,0.069215,0.0053254,1.1601,0.029502,6.1796,0.0075057,0.023365,1.9996e-09,1.6,5.2642,0.030754,0.36768,0
558,0.069221,0.0053254,1.1601,0.029505,6.1798,0.0075062,0.023366,1.9996e-09,1.6,5.2644,0.030755,0.36771,0
560,0.069228,0.0053254,1.1602,0.029509,6.1799,0.0075068,0.023368,1.9996e-09,1.6,5.2646,0.030755,0.36773,0
562,0.069234,0.0053254,1.1603,0.029513,6.18,0.0075074,0.023369,1.9996e-09,1.6,5.2648,0.030756,0.36776,0
564,0.06924,0.0053254,1.1604,0.029517,6.1801,0.007508,0.02337,1.9996e-09,1.6,5.265,0.030756,0.36778,0
566,0.069246,0.0053254,1.1604,0.02952,6.1802,0.0075085,0.023372,1.9996e-09,1.6,5.2652,0.030757,0.36781,0
568,0.069252,0.0053254,1.1605,0.029524,6.1803,0.0075091,0.023373,1.9996e-09,1.6,5.2654,0.030757,0.36783,0
570,0.069258,0.0053254,1.1606,0.029528,6.1804,0.0075097,0.023374,1.9996e-09,1.6,5.2655,0.030758,0.36785,0
572,0.069264,0.0053254,1.1606,0.029531,6.1805,0.0075102,0.023376,1.9996e-09,1.6,5.2657,0.030758,0.36788,0
574,0.06927,0.0053254,1.1607,0.029535,6.1806,0.0075108,0.023377,1.9996e-09,1.6,5.2659,0.030759,0.3679,0
576,0.069276,0.0053254,1.1608,0.029538,6.1808,0.0075113,0.023378,1.9996e-09,1.6,5.2661,0.03076,0.36793,0
578,0.069282,0.0053254,1.1608,0.029542,6.1809,0.0075119,0.02338,1.9996e-09,1.6,5.2663,0.03076,0.36795,0
580,0.069288,0.0053254,1.1609,0.029546,6.181,0.0075125,0.023381,1.9996e-09,1.6,5.2665,0.030761,0.36797,0
582,0.069294,0.0053254,1.161,0.029549,6.1811,0.007513,0.023382,1.9996e-09,1.6,5.2667,0.030761,0.368,0
584,0.0693,0.0053254,1.161,0.029553,6.1812,0.0075136,0.023384,1.9996e-09,1.6,5.2669,0.030762,0.36802,0
586,0.069306,0.0053254,1.1611,0.029556,6.1813,0.0075141,0.023385,1.9996e-09,1.6,5.267,0.030762,0.36805,0
588,0.069312,0.0053254,1.1612,0.02956,6.1814,0.0075146,0.023386,1.9996e-09,1.6,5.2672,0.030763,0.36807,0
590,0.069318,0.0053254,1.1612,0.029563,6.1815,0.0075152,0.023387,1.9996e-09,1.6,5.2674,0.030763,0.36809,0
592,0.069323,0.0053254,1.1613,0.029567,6.1816,0.0075157,0.023389,1.9996e-09,1.6,5.2676,0.030764,0.36811,0
594,0.069329,0.0053254,1.1614,0.02957,6.1817,0.0075163,0.02339,1.9996e-09,1.6,5.2678,0.030764,0.36814,0
596,0.069335,0.0053254,1.1614,0.029573,6.1818,0.0075168,0.023391,1.9996e-09,1.6,5.268,0.030765,0.36816,0
598,0.069341,0.0053254,1.1615,0.029577,6.1819,0.0075173,0.023392,1.9996e-09,1.6,5.2681,0.030765,0.36818,0
600,0.069346,0.0053254,1.1616,0.02958,6.182,0.0075178,0.023394,1.9996e-09,1.6,5.2683,0.030766,0.36821,0
